date_of_birth,nationality,gender,ethnic_group,occupation,academic_degree,id,label,quotation
1951,['Ireland'],['male'],,['ice hockey player'],,Q24568986,pramila rani brahma,6
1951,['United States of America'],['male'],,['art dealer'],,Q12970074,rodolfo fariñas,14
1952,['United States of America'],['male'],,['street artist'],,Q336790,"john taylor, baron taylor of warwick",5
1952,['United States of America'],['male'],,"['actor', 'television actor', 'model']",,Q8991882,tony liu,3
1952,['United States of America'],['male'],,['actor'],,Q7747,vladimir putin,10
1952,['United States of America'],['male'],,"['politician', 'lawyer', 'judge']",,Q12470619,abu bakar,6
1952,['United Kingdom'],['male'],,['Australian rules football player'],,Q5230657,david alan bailey,14
1952,['United Kingdom'],['male'],,['composer'],,Q381880,sherrod brown,3
1952,['United Kingdom'],['male'],,['drummer'],,Q3218882,laurence d. fink,52
1952,"[""People's Republic of China""]",['male'],,['film editor'],,Q374191,martin chávez,5
1952,['United States of America'],['male'],,"['linguist', 'journalist', 'mathematician', 'translator']",,Q20740802,anjan dutta,4
1952,['United States of America'],['male'],,['immunologist'],,Q3629480,arun jaitley,59
1953,['United States of America'],['male'],,['table tennis player'],,Q20895752,lil john roberts,3
1953,['United States of America'],['male'],,['badminton player'],,Q153454,diane abbott,4
1953,['France'],['male'],,"['film producer', 'film director', 'publicist', 'political adviser', 'strategist', 'politician', 'screenwriter', 'banker', 'political scientist', 'investment banker', 'radio personality']",,Q3181625,john graham-cumming,5
1953,['United Kingdom'],['male'],,"['coach', 'American football player']",,Q15031,xi jinping,4
1953,['United Kingdom'],['male'],,['politician'],,Q1036557,carl-ludwig thiele,7
1953,['Brazil'],['male'],,"['columnist', 'economist', 'essayist', 'blogger', 'university teacher', 'pundit', 'journalist', 'writer']",,Q6306643,julia patterson,3
1953,['Canada'],['male'],,"['economist', 'politician', 'professor', 'banker']",,Q7328820,richard s. johnson,9
1953,['Kingdom of the Netherlands'],['male'],,['tennis player'],,Q955794,kenneth rogoff,37
1953,['United States of America'],['male'],,['economist'],,Q27057740,dan lloyd,6
1953,['United States of America'],['male'],,['politician'],,Q7599568,stanley druckenmiller,4
1953,['United States of America'],['male'],,['university teacher'],,Q6182718,jerome powell,13
1953,['United States of America'],['male'],,['cricketer'],,Q15410426,nick szabo,23
1953,['United States of America'],['male'],,['drummer'],,Q131112,paul krugman,33
1953,['United States of America'],['male'],,"['politician', 'trade unionist']",,Q201795,ben bernanke,5
1953,['India'],['male'],,['visual artist'],,Q26955614,abu bakar sufian,6
1954,['Israel'],['male'],,"['economist', 'university teacher', 'lawyer', 'politician', 'businessperson']",,Q7352737,robin raskin,3
1954,['South Korea'],['male'],,['linguist'],,Q6720521,m s banga,4
1954,['Canada'],['male'],,"['politician', 'venture capitalist', 'congressional staff', 'entrepreneur']",,Q471380,dafydd williams,4
1954,['United States of America'],['male'],,['politician'],,Q451150,sheila bair,9
1954,['United States of America'],['male'],,['singer'],,Q958077,"don ""the dragon"" wilson",6
1954,['United States of America'],['male'],,['politician'],,Q93080,silvio micali,3
1954,['United States of America'],['male'],,['justice of the peace'],,Q317953,lawrence summers,82
1954,['United States of America'],['male'],,['politician'],,Q5239364,david s. evans,4
1954,['United States of America'],['male'],,['Australian rules football player'],,Q21066691,jeff lloyd,3
1954,['United States of America'],['male'],,['propagandist'],,Q3363716,joseph farah,6
1954,['United States of America'],['male'],,"['television producer', 'television director']",,Q7340114,rob enderle,4
1954,['United States of America'],['male'],,"['jazz guitarist', 'composer']",,Q2926486,bruce wagner,3
1954,['United States of America'],['male'],,"['cricketer', 'rugby union player']",,Q336303,michael d. brown,4
1954,['United States of America'],['male'],,['harmonicist'],,Q6237112,john h. taylor,5
1954,['Italy'],['male'],,['association football player'],,Q29342932,richard v. spencer,4
1954,['Australia'],['male'],,"['politician', 'memoirist', 'prosaist', 'screenwriter', 'con artist', 'entrepreneur', 'singer-songwriter', 'writer']",,Q1359151,lloyd blankfein,39
1954,['Australia'],['male'],,['researcher'],,Q12323904,lars rohde,3
1954,['India'],['male'],,"['singer-songwriter', 'singer']",,Q4791582,arjun ram meghwal,9
1954,['The Bahamas'],['male'],,['politician'],,Q6415343,kirit somaiya,9
1954,['United Kingdom'],['male'],,['baseball player'],,Q10800073,nguyen xuan phuc,31
1955,['United Kingdom'],['male'],,"['cryptographer', 'mathematician', 'computer scientist', 'inventor']",,Q18217374,geoffrey vos,3
1955,['United Kingdom'],['male'],,['mathematician'],,Q55716789,panos mourdoukoutas,14
1955,['United Kingdom'],['male'],,"['singer', 'singer-songwriter']",,Q19958128,mark hulbert,5
1955,['United Kingdom'],['male'],,['American football player'],,Q52159694,w. p. andrew lee,12
1955,['Canada'],['male'],,"['lawyer', 'university teacher', 'politician']",,Q1077063,chris burn,5
1955,['Canada'],['male'],,['lawyer'],,Q7153399,paul s. walsh,5
1955,['Spain'],['male'],,"['composer', 'clarinetist', 'jazz musician', 'saxophonist']",,Q10304982,jair bolsonaro,5
1955,['United States of America'],['male'],,"['athletic director', 'academic administrator']",,Q3456064,rémi quirion,41
1955,['United States of America'],['male'],,"['association football manager', 'association football player']",,Q28354653,hiroyuki kato,3
1955,['United States of America'],['female'],,['rugby league player'],,Q470847,john de mol,4
1955,['United States of America'],['male'],,['rugby league player'],,Q952646,dennis de jong,10
1955,['United States of America'],['male'],,['manager'],,Q18413442,ty danco,3
1955,['United States of America'],['male'],,['painter'],,Q5568888,glenn hutchins,13
1955,['United States of America'],['male'],,['Australian rules football player'],,Q6446228,jim cramer,70
1955,['Italy'],['male'],,['cricketer'],,Q671268,ron brewer,3
1955,['Australia'],['male'],,['poker player'],,Q5284,bill gates,40
1955,['Australia'],['male'],,"['economic historian', 'historian of the modern age', 'university teacher']",,Q3763728,gianpaolo rossi,5
1955,['Australia'],['male'],,"['record producer', 'audio engineer', 'music executive', 'composer']",,Q1235484,dolfi müller,32
1955,['United Kingdom'],['male'],,['politician'],,Q7499652,shmuel hauser,20
1955,['United Kingdom'],['male'],,"['association football player', 'association football manager']",,Q8275044,mark li,4
1956,['United Kingdom'],['male'],,['ice hockey player'],,Q7175756,peter mccormack,5
1956,['United Kingdom'],['male'],,"['saxophonist', 'musician', 'actor', 'composer', 'flautist', 'jazz saxophonist']",,Q16887072,eric winer,9
1956,['United Kingdom'],['male'],,['entrepreneur'],,Q15907534,danny deng,3
1956,['United Kingdom'],['male'],,['economist'],,Q38310951,atedo peterside,14
1956,"[""People's Republic of China""]",['female'],,['American football player'],,Q484605,christine lagarde,28
1956,"[""People's Republic of China""]",['female'],,['American football player'],,Q288486,éric woerth,21
1956,['Japan'],['male'],,['coach'],,Q2167581,ross j. anderson,7
1956,['United States of America'],['male'],,"['economist', 'entrepreneur', 'banker']",,Q15127111,stephen poloz,10
1956,['United States of America'],['male'],,['cricketer'],,Q3368524,pat byrne,54
1956,['United States of America'],['male'],,['banker'],,Q7319288,rex ray,3
1956,['United States of America'],['male'],,['Australian rules football player'],,Q4933666,bob pisani,5
1956,['United States of America'],['male'],,['ice hockey player'],,Q4756945,andrew ferguson,4
1956,['Sweden'],['male'],,"['businessperson', 'politician']",,Q5640761,hal finney,17
1956,['Sweden'],['male'],,"['politician', 'environmentalist']",,Q7326802,richard jacobs,20
1956,['Australia'],['male'],,"['association football player', 'association football manager']",,Q922169,jamie dimon,1964
1956,['New Zealand'],['male'],,"['neurosurgeon', 'politician']",,Q2457674,mark seymour,5
1956,['New Zealand'],['male'],,['businessperson'],,Q6253672,john quiggin,3
1956,['Egypt'],['male'],,"['guitarist', 'record producer']",,Q15071801,arundhati bhattacharya,4
1956,['Mexico'],['male'],,['hurler'],,Q16060410,r gandhi,3
1957,['United Kingdom'],['male'],,['economist'],,Q45996744,kwadwo owusu afriyie,3
1957,['United Kingdom'],['male'],,['American football player'],,Q4756290,andrew barnard,23
1957,['United Kingdom'],['male'],,"['theoretical physicist', 'physicist']",,Q45395,dave taylor,6
1957,['Canada'],['male'],,"['teacher', 'diarist', 'podcaster']",,Q6221877,john biggs,9
1957,['Cuba'],['male'],,"['songwriter', 'record producer']",,Q4059843,anatoly aksakov,8
1957,['South Africa'],['male'],,"['engineer', 'photographer']",,Q16244333,pamela morgan,13
1957,['Chile'],['male'],,['businessperson'],,Q3379654,philippe couillard,5
1957,['United States of America'],['male'],,['basketball player'],,Q717038,masayoshi son,4
1957,['United States of America'],['male'],,"['lawyer', 'politician']",,Q64689,axel a. weber,17
1957,['United States of America'],['male'],,['criminologist'],,Q7459612,seán walsh,26
1957,['United States of America'],['male'],,['politician'],,Q14948734,seth klarman,3
1957,['United States of America'],['male'],,['cricketer'],,Q6254021,john r. taylor iii,5
1957,['Sweden'],['male'],,['sculptor'],,Q6210674,joe kernen,4
1957,"['Switzerland', 'Canada']",['male'],,"['rugby union player', 'association football player']",,Q14541026,randal quarles,4
1957,['Australia'],['male'],,['economist'],,Q1494852,gary gensler,14
1957,['Australia'],['male'],,"['criminal', 'serial killer']",,Q5339358,edmund c. moy,4
1957,['New Zealand'],['female'],,"['musician', 'singer', 'pianist', 'guitarist', 'songwriter']",,Q983752,tharman shanmugaratnam,4
1957,['United Kingdom'],['male'],,['journalist'],,Q4811997,aswath damodaran,33
1957,['United Kingdom'],['male'],,['Canadian football player'],,Q47388938,shaktikanta das,3
1957,['United Kingdom'],['male'],,"['zoologist', 'writer', 'science fiction writer', 'biologist', 'screenwriter', 'novelist', 'marine biologist', 'short story writer']",,Q5984464,ibrahim ali,6
1957,['United Kingdom'],['male'],,['musician'],,Q16080198,kim dong-yeon,5
1958,['United Kingdom'],['male'],,['rugby union player'],,Q7610377,stephen roach,4
1958,['United Kingdom'],['male'],,['association football player'],,Q6832452,michael raymond mainelli,4
1958,['United Kingdom'],['male'],,"['film actor', 'television actor', 'actor']",,Q21063670,david s. taylor,6
1958,['Soviet Union'],['female'],,['military leader'],,Q39560090,dan kirby,4
1958,['Canada'],['male'],,"['economist', 'art collector', 'university teacher']",,Q28870363,ann cairns,5
1958,['Canada'],['male'],,['American football player'],,Q16209302,kevin dowd,3
1958,['Ireland'],['male'],,"['screenwriter', 'television producer']",,Q50562391,pete james,3
1958,['United States of America'],['male'],,"['dancer', 'singer-songwriter', 'businessperson', 'philanthropist', 'film director', 'screenwriter', 'autobiographer', 'record producer', 'film actor', 'actor', 'entrepreneur', 'musician', 'recording artist']",,Q5028080,campbell harvey,1310
1958,['United States of America'],['male'],,['Australian rules football player'],,Q11997774,richard olsen,5
1958,['United States of America'],['female'],,['jurist'],,Q3512682,tab baldwin,3
1958,['United States of America'],['male'],,['photographer'],,Q483325,ellen degeneres,9
1958,['United States of America'],['male'],,['painter'],,Q313923,nouriel roubini,95
1958,['United States of America'],['male'],,['chef'],,Q6140775,james p. gorman,6
1958,['United States of America'],['male'],,['politician'],,Q7322462,ric edelman,11
1958,['Sweden'],['male'],,"['official', 'economist', 'businessperson']",,Q5214356,dan schulman,6
1958,['Denmark'],['male'],,['fashion designer'],,Q318503,mark cuban,49
1958,['Switzerland'],['male'],,"['astronomer', 'astrophysicist', 'university teacher']",,Q5596134,grant cardone,3
1958,['Switzerland'],['male'],,['golfer'],,Q15109662,john legere,4
1958,['Austria'],['male'],,['golfer'],,Q16192727,bill gross,4
1958,['Australia'],['male'],,['cricketer'],,Q7807093,timothy c. draper,162
1958,['Australia'],['male'],,"['film director', 'photographer', 'screenwriter', 'cinematographer']",,Q15614932,pierre gramegna,4
1958,['India'],['male'],,['politician'],,Q679754,franck muller,3
1958,"['Lebanon', 'United States of America']",['male'],,['association football player'],,Q1813984,glenn stevens,6
1958,['United Kingdom'],['male'],,['cross-country skier'],,Q24239770,pantaleon alvarez,3
1958,['United Kingdom'],['male'],,"['writer', 'science fiction writer', ""children's writer"", 'screenwriter']",,Q399129,agustín carstens,51
1959,['Ireland'],['male'],,['radio personality'],,Q5228975,dave hodgson,4
1959,['United States of America'],['male'],,"['handball coach', 'handball player']",,Q709779,wakin chau,3
1959,['United States of America'],['male'],,"['rower', 'farmer']",,Q4798836,arthur goldstuck,4
1959,['United States of America'],['female'],,['entrepreneur'],,Q437925,mick mccarthy,5
1959,['India'],['male'],,"['film actor', 'film director', 'screenwriter', 'stage actor', 'film producer', 'actor', 'theater director', 'television actor', 'television producer']",,Q15052228,jeffrey gundlach,36
1959,['India'],['male'],,['cricketer'],,Q471854,jack abramoff,5
1959,['France'],['male'],,['air force officer'],,Q313297,jim yong kim,5
1959,"['United Kingdom', 'United States of America']",['male'],,['sports commentator'],,Q17305956,j. christopher giancarlo,20
1959,['United Kingdom'],['male'],,['photographer'],,Q47037424,geoffrey berman,4
1959,['United Kingdom'],['male'],,"['composer', 'music pedagogue', 'choreographer', 'dancer']",,Q6982232,naveen jain,9
1959,['United Kingdom'],['male'],,"['engineer', 'audio engineer']",,Q2271796,roger goodell,3
1959,['United Kingdom'],['male'],,"['conductor', 'choir director']",,Q551581,ross norman,7
1960,['Canada'],['male'],,"['businessperson', 'politician']",,Q6306534,julia leung,11
1960,['Canada'],['male'],,"['actor', 'film actor']",,Q6989497,neil woodford,5
1960,['Switzerland'],['male'],,"['motivational speaker', 'writer', 'actor', 'manager', 'life coach', 'businessperson']",,Q5334689,ed cooper,5
1960,['New Zealand'],['male'],,['social worker'],,Q124217,stefan weiler,3
1960,['Venezuela'],['male'],,['golfer'],,Q7331318,rick crouch,6
1960,"['Kenya', 'India']",['female'],,['publisher'],,Q5228935,dave henderson,5
1960,['Canada'],['male'],,['banker'],,Q983539,max keiser,99
1960,['Japan'],['male'],,['cricketer'],,Q92945,brewster kahle,4
1960,['Kingdom of the Netherlands'],['male'],,"['politician', 'farmer']",,Q4865054,bart chilton,9
1960,"['United States of America', 'United Kingdom']",['male'],,['politician'],,Q380429,tony robbins,5
1960,['United States of America'],['male'],,['association football player'],,Q23721130,casper von koskull,3
1960,['United States of America'],['male'],,['philosopher'],,Q4699676,ajaypal singh banga,4
1960,['United States of America'],['male'],,['politician'],,Q47396633,subhash chandra garg,3
1960,['United States of America'],['male'],,['painter'],,Q6443482,kumar gaurav,29
1960,['United States of America'],['male'],,['baseball player'],,Q16193851,shaktisinh gohil,10
1960,['United States of America'],['male'],,"['trumpeter', 'university teacher', 'composer', 'bandleader', 'performance artist', 'installation artist', 'author']",,Q333521,nassim nicholas taleb,44
1960,['United States of America'],['male'],,['disc jockey'],,Q707164,lim guan eng,3
1960,['United States of America'],['male'],,['artistic gymnast'],,Q16138591,takorn tantasith,5
1961,['United States of America'],['male'],,"['American football player', 'coach', 'head coach']",,Q6929478,mr ward,3
1961,['United States of America'],['male'],,['journalist'],,Q58890501,mark nesbitt,5
1961,['United States of America'],['male'],,['sociologist'],,Q41800027,david andolfatto,4
1961,['Australia'],['male'],,"['computer scientist', 'programmer', 'chief technology officer']",,Q16728824,godwin emefiele,8
1961,"['Taiwan', 'United States of America']",['male'],,"['singer', 'economist', 'composer', 'sociologist', 'poet', 'singer-songwriter', 'musician', 'record producer', 'philosopher']",,Q5314249,duncan airlie james,4
1961,['United Kingdom'],['male'],,"['writer', 'lawyer', 'lexicographer', 'politician']",,Q5993638,igor rivin,3
1961,['United Kingdom'],['male'],,['painter'],,Q5024323,calvin ayre,56
1961,['United Kingdom'],['male'],,['Australian rules football player'],,Q105701,christian gerhartsreiter,5
1961,['United Kingdom'],['female'],,['judge'],,Q321125,abigail johnson,275
1961,"[""People's Republic of China""]",['male'],,"['archaeologist', 'art historian']",,Q8017159,william quigley,4
1961,['Canada'],['male'],,"['entrepreneur', 'chief executive officer']",,Q1266275,paul brody,19
1961,['Canada'],['male'],,"['archaeologist', 'university teacher']",,Q562799,peter diamandis,5
1961,['Malta'],['male'],,['mechanical engineer'],,Q7363963,ron insana,3
1961,['United States of America'],['male'],,['association football player'],,Q92648,brendan eich,8
1961,['United States of America'],['male'],,['painter'],,Q76,barack obama,21
1961,['United States of America'],['male'],,['mathematician'],,Q7519867,simon tay,3
1961,['United States of America'],['male'],,"['actor', 'television actor', 'film actor']",,Q615625,alexander bard,6
1961,['United States of America'],['male'],,"['writer', 'music historian', 'blogger', 'music journalist']",,Q19664798,hikmet ersek,6
1961,['United States of America'],['male'],,['composer'],,Q40688,yanis varoufakis,15
1961,['United States of America'],['male'],,['association football player'],,Q299494,erin baker,5
1962,['Australia'],['male'],,['poet'],,Q3528191,tidjane thiam,8
1962,['Australia'],['male'],,['investor'],,Q3591263,éric maurin,6
1962,['United Kingdom'],['male'],,['politician'],,Q1752864,peter sands,3
1962,['United Kingdom'],['male'],,['politician'],,Q1362206,paul walsh,5
1962,['United Kingdom'],['male'],,"['banker', 'business graduate']",,Q21511979,peter todd,64
1962,['United Kingdom'],['male'],,['politician'],,Q21175197,bill morneau,4
1962,['United Kingdom'],['female'],,['banker'],,Q7609965,stephen mckeon,4
1962,['Japan'],['male'],,['badminton player'],,Q6470875,lael brainard,6
1962,['Kingdom of the Netherlands'],['male'],,"['businessperson', 'writer']",,Q3183674,jordan belfort,35
1962,['United States of America'],['male'],,"['politician', 'disc jockey']",,Q602278,tyler cowen,6
1962,['United States of America'],['male'],,['basketball player'],,Q7143494,pat gray,5
1962,['United States of America'],['male'],,['association football player'],,Q7331336,rick day,6
1962,['United States of America'],['male'],,"['chess player', 'politician', 'writer', 'journalist', 'critic']",,Q5234466,david gunkel,12
1962,['United States of America'],['male'],,"['economist', 'politician', 'banker']",,Q1606354,"john ""hot rod"" williams",6
1962,['United States of America'],['male'],,"['screenwriter', 'film producer', 'television actor', 'film actor', 'actor', 'voice actor', 'film director', 'songwriter', 'singer', 'comedian']",,Q12859321,patrick m. byrne,11
1962,['United States of America'],['male'],,['ice hockey player'],,Q7612794,steve hawkins,8
1962,['United States of America'],['male'],,"['film producer', 'businessperson']",,Q24248265,steven mnuchin,61
1962,['United States of America'],['male'],,['businessperson'],,Q7143480,pat gelsinger,6
1962,['United States of America'],['male'],,['politician'],,Q6183406,jerry cuomo,17
1962,['United States of America'],['male'],,"['film director', 'impresario']",,Q1176561,david schweikert,3
1962,['Italy'],['male'],,['costume designer'],,Q7423486,sarbananda sonowal,6
1962,"['Australia', 'United Kingdom']",['male'],,['poker player'],,Q58132,nicolás maduro,511
1963,"['United Kingdom', 'Canada']",['male'],,"['actor', 'playwright', 'theater director']",,Q26935194,john mangudya,4
