date_of_birth,nationality,gender,ethnic_group,occupation,academic_degree,id,label,quotation
1984,['United States of America'],['male'],,['singer-songwriter'],,Q4714510,alejandro colorado,3
1984,['Australia'],['male'],,"['composer', 'record producer']",,Q203633,ben askren,3
1984,['United Kingdom'],['male'],,['racing automobile driver'],,Q16203182,adrian chen,3
1984,['United States of America'],['male'],,['basketball player'],,Q6775503,martin garcia,3
1984,['United States of America'],['male'],,"['singer', 'blogger', 'YouTuber', 'television presenter', 'television actor', 'songwriter', 'film actor', 'television producer']",,Q5238353,david pakman,3
1984,['United States of America'],['male'],,"['actor', 'television actor', 'film producer', 'film actor']",,Q15041155,ross ulbricht,921
1984,['Uruguay'],['male'],,"['American football player', 'Canadian football player']",,Q16223317,matty newton,34
1984,['Russia'],['male'],,['American football player'],,Q19799931,lev leviev,3
1985,['Russia'],['male'],,['American football player'],,Q45025221,fereshteh forough,8
1985,['England'],['male'],,['basketball player'],,Q55760424,baiju bhatt,10
1985,['Sweden'],['male'],,"['rapper', 'record producer', 'composer']",,Q16141733,howard wang,4
1985,['Denmark'],['male'],,['basketball player'],,Q21872673,roy sebag,9
1985,['Australia'],['male'],,"['rugby league player', 'model']",,Q15890426,mark karpelès,299
1985,['Costa Rica'],['male'],,['basketball player'],,Q1335742,james nash,10
1985,['India'],['male'],,['politician'],,Q4761835,ang li,11
1985,['United Kingdom'],['male'],,['association football player'],,Q235394,kayden kross,3
1985,['India'],['male'],,['ice hockey player'],,Q604801,tony watson,11
1985,['United Kingdom'],['male'],,['boxer'],,Q3637926,ben carlson,4
1985,['United Kingdom'],['female'],,['boxer'],,Q20744607,bill ottman,4
1986,['United States of America'],['male'],,['sport shooter'],,Q4805633,ashley wheeler,3
1986,['United States of America'],['female'],,['Australian rules football player'],,Q7441574,seann walsh,26
1986,['New Zealand'],['female'],,"['programmer', 'Esperantist', 'computer scientist']",,Q17232761,nic hamilton,5
1986,['Nigeria'],['male'],,"['racing driver', 'racing automobile driver']",,Q511227,jamie redman,10
1986,['United Kingdom'],['male'],,['basketball player'],,Q14951063,jason english,6
1986,['United Kingdom'],['male'],,['American football player'],,Q16752991,worldwide,3
1986,['United Kingdom'],['male'],,['American football player'],,Q4757724,andrew lee,12
1987,['United Kingdom'],['male'],,"['television producer', 'creative director', 'writer']",,Q16240293,ted livingston,15
1987,['United Kingdom'],['male'],,['rock climber'],,Q35306499,rory butcher,15
1987,"[""People's Republic of China""]",['male'],,['association football player'],,Q384960,michelle phan,5
1987,['United Kingdom of Great Britain and Ireland'],['male'],,['entrepreneur'],,Q3499249,steven michaels,4
1988,['Spain'],['male'],,['water skier'],,Q24005028,bobby sharp,8
1988,['United States of America'],['male'],,['rugby union player'],,Q4746642,amir taaki,30
1988,['United States of America'],['male'],,['association football player'],,Q263726,jamie xx,5
1988,['United States of America'],['male'],,['association football player'],,Q4885507,ben-ryan davies,6
1988,['United States of America'],['male'],,['American football player'],,Q7146257,patrick collison,5
1988,['United States of America'],['male'],,['American football player'],,Q26923818,sarah jeong,5
1988,['United States of America'],['male'],,['association football player'],,Q16534411,bull dempsey,44
1988,['United States of America'],['male'],,"['rapper', 'screenwriter', 'actor', 'television producer']",,Q18637764,doug polk,4
1988,['United States of America'],['male'],,"['racing driver', 'racing automobile driver']",,Q6142341,james rodgers,3
1988,['United States of America'],['male'],,"['singer', 'songwriter', 'model', 'television personality']",,Q21005321,chuck johnson,11
1988,['United States of America'],['male'],,['Australian rules football player'],,Q5140474,cody wilson,91
1988,['United States of America'],['male'],,['association football player'],,Q15983385,siddharth arora,6
1989,['United States of America'],['male'],,['ice hockey player'],,Q6911811,morgan peck,3
1989,['United States of America'],['male'],,['athletics competitor'],,Q27734024,marcin kleczynski,3
1989,['United States of America'],['male'],,['American football player'],,Q6210887,joe lee,5
1989,['United States of America'],['male'],,['basketball player'],,Q7408254,sam tordoff,11
1989,['United States of America'],['female'],,['basketball player'],,Q4679549,adam newbold,3
1989,['United States of America'],['male'],,['American football player'],,Q15711672,charlie shrem,32
1989,['United States of America'],['male'],,['cricketer'],,Q457034,brandon mychal smith,4
1989,['United States of America'],['male'],,['association football player'],,Q452551,daniel díaz,10
1990,['United States of America'],['male'],,['athletics competitor'],,Q28974452,hany rashwan,15
1990,['United States of America'],['male'],,"['actor', 'television actor']",,Q29959111,tom oliphant,5
1990,['Italy'],['male'],,['basketball player'],,Q9084447,zhu jiawei,3
1990,['Australia'],['male'],,['American football player'],,Q16233063,john collison,5
1990,['Australia'],['male'],,"['television presenter', 'actor', 'singer']",,Q313080,soulja boy,4
1990,['Australia'],['male'],,"['athletics competitor', 'sprinter']",,Q48345630,jessica rich,3
1990,['Australia'],['male'],,['golfer'],,Q4756695,andrew cox,5
1990,['Australia'],['male'],,"['president', 'chief executive officer']",,Q6762042,mariana gomez,3
1991,['New Zealand'],['male'],,['rower'],,Q6112734,jack goff,11
1991,['New Zealand'],['male'],,['swimmer'],,Q19957100,josh cook,4
1991,['India'],['male'],,['association football player'],,Q4756664,andrew conway,4
1991,['India'],['male'],,['association football player'],,Q15986636,mitch callahan,3
1991,['Yuan Empire'],['male'],,['association football player'],,Q20631114,tyler gibson,6
1991,['Yuan Empire'],['male'],,['association football player'],,Q17161464,michael a. taylor,3
1991,['Yuan Empire'],['male'],,"['model', 'beauty pageant contestant']",,Q58148174,sander wuyts,3
1991,['Yuan Empire'],['male'],,['software engineer'],,Q22687521,hussein sayed,16
1992,['Yuan Empire'],['male'],,"['pornographic actor', 'glamour model']",,Q24006397,chris smiley,9
1992,['Song dynasty'],['male'],,['ice dancer'],,Q16224925,charles morris,13
1992,['Song dynasty'],['male'],,['association football player'],,Q24006922,michael epps,5
1992,['Song dynasty'],['male'],,['sport cyclist'],,Q218888,ilya nikolayev,6
1992,['Song dynasty'],['male'],,['association football player'],,Q46080879,jake choi,3
1992,['Song dynasty'],['male'],,['puzzle designer'],,Q16225763,mike zalewski,4
1992,['Song dynasty'],['male'],,['actor'],,Q5173600,cory johnson,31
1992,['Song dynasty'],['male'],,['athlete'],,Q27306749,sahil gupta,7
1993,['Song dynasty'],['male'],,['association football player'],,Q4679562,adam o'brien,4
1993,['Song dynasty'],['male'],,['cricketer'],,Q7816295,tom ingram,7
1993,['Song dynasty'],['male'],,['sport cyclist'],,Q9189674,chidi okezie,3
1994,['Qing dynasty'],['male'],,['researcher'],,Q21621422,mike haley,3
1994,['Qing dynasty'],['male'],,['researcher'],,Q24006409,ashley sutton,3
1994,['Qing dynasty'],['male'],,['researcher'],,Q20630846,max coates,7
1994,['Qing dynasty'],['male'],,['researcher'],,Q29110219,ant whorton-eales,3
1994,['Qing dynasty'],['male'],,['researcher'],,Q16197959,vitalik buterin,252
1994,['Qing dynasty'],['male'],,['researcher'],,Q28498457,alexandr kuzmin,3
1994,['Qing dynasty'],['male'],,['game designer'],,Q26251420,austin hill,5
1995,['Qing dynasty'],['male'],,"['computer scientist', 'engineer']",,Q16236933,mustafa al-bassam,5
1995,['Philippines'],['male'],,['journalist'],,Q3720084,nick kyrgios,3
1996,['Tang Empire'],['male'],,['actor'],,Q16146961,aiden moffat,5
1996,['Tang Empire'],['male'],,['composer'],,Q22097741,ricky collard,5
1996,['Tang Empire'],['male'],,"['child actor', 'film actor', 'actor']",,Q27893355,grace chua hui zhen,3
1997,['Tang Empire'],['male'],,['researcher'],,Q56065076,ollie pidgley,3
1997,['Tang Empire'],['male'],,['researcher'],,Q36499742,d.j. taylor,6
1998,['Tang Empire'],['male'],,['researcher'],,Q28823454,luke jordan,3
1998,['Tang Empire'],['male'],,['researcher'],,Q30068198,senna proctor,6
1998,['Tang Empire'],['male'],,['researcher'],,Q29452515,josh price,3
1998,['Tang Empire'],['male'],,['researcher'],,Q28924330,iain wilson,11
2000,['Tang Empire'],['male'],,['researcher'],,Q14922441,dan kaufman,3
2000,['Tang Empire'],['male'],,['researcher'],,Q7282480,rafe furst,3
2000,['Tang Empire'],['male'],,['researcher'],,Q29387745,pramod viswanath,3
2000,['Tang Empire'],['male'],,['researcher'],,Q37830869,siddharth agarwal,5
2000,['Ming dynasty'],['male'],,['researcher'],,Q45931309,ari juels,11
2000,['Ming dynasty'],['male'],,['researcher'],,Q20740917,andy greenberg,8
2000,['Ming dynasty'],['male'],,['researcher'],,Q28730172,alex rullo,4
2000,['Ming dynasty'],['male'],,['researcher'],,Q3101707,switch,6
2000,['Ming dynasty'],['female'],,['researcher'],,Q322217,afterlife,3
2000,['Ming dynasty'],['male'],,['researcher'],,Q15834041,mark warden,3
2000,['Ming dynasty'],['male'],,['researcher'],,Q179832,rich ross,6
2000,['Ming dynasty'],['male'],,['researcher'],,Q40644990,j. lee,3
2000,['Ming dynasty'],['male'],,['researcher'],,Q92673,dan kaminsky,3
2002,['Ming dynasty'],['female'],,['researcher'],,Q55386650,kai sotto,5
None,['Ming dynasty'],['female'],,['researcher'],,Q43476332,nassim taleb,4
None,['Ming dynasty'],['female'],,['researcher'],,Q56718969,arnold spencer,7
None,['Ming dynasty'],['female'],,['researcher'],,Q41564415,ding-shyue yang,4
None,['Ming dynasty'],['male'],,['researcher'],,Q49228068,connor black,4
None,['Ming dynasty'],['male'],,['researcher'],,Q51073499,rohit srivastava,3
None,['Ming dynasty'],['male'],,['researcher'],,Q51153187,matthew r. patterson,16
None,['Ming dynasty'],['male'],,['researcher'],,Q53031721,danny kim,4
None,['Ming dynasty'],['male'],,['botanist'],,Q54425796,saurabh agarwal,6
None,['Ming dynasty'],['male'],,['musician'],,Q55873738,joaquín quílez,3
None,['Ming dynasty'],['male'],,['bookseller'],,Q56528842,nuno correia,3
None,['Ming dynasty'],['male'],,['singer'],,Q56929327,prashant sharma,9
None,['Ming dynasty'],['male'],,['climatologist'],,Q57128153,ashraf ibrahim,3
None,['Ming dynasty'],['male'],,['elder'],,Q57312721,andrew chow,3
None,['Ming dynasty'],['male'],,"['explorer', 'horticulturist']",,Q57321556,sanjay mehta,7
None,['Ming dynasty'],['male'],,['cricketer'],,Q57368862,dilip kumar,3
None,['Ming dynasty'],['male'],,['cricketer'],,Q57408280,brian shiro,3
None,['Ming dynasty'],['male'],,['audio engineer'],,Q57416999,gopinathan pillai sreekanth,3
None,['Ming dynasty'],['male'],,['minister'],,Q57472681,tiaki smith,4
None,['Ming dynasty'],['male'],,['minister'],,Q57623555,vishal gupta,13
None,['Ming dynasty'],['male'],,['Author of board games'],,Q57856722,timothy lee,5
None,['Ming dynasty'],['male'],,['conductor'],,Q57933978,gary warner,4
None,['Ming dynasty'],['male'],,['non-fiction writer'],,Q57963440,sebastiaan deetman,3
None,['Ming dynasty'],['male'],,"['researcher', 'neurologist']",,Q58286508,rune christensen,5
None,['Ming dynasty'],['male'],,['researcher'],,Q58476063,ian wong,8
None,['Ming dynasty'],['male'],,['researcher'],,Q58682245,kai cheng,3
None,['Ming dynasty'],['male'],,['researcher'],,Q58691424,olivier janssens,9
None,['Ming dynasty'],['male'],,['researcher'],,Q59558949,manan shah,5
None,['Ming dynasty'],['male'],,['researcher'],,Q36700506,w.b. de voogd,4
None,['Ming dynasty'],['male'],,['researcher'],,Q47127249,b. taylor,3
None,['Ming dynasty'],['male'],,['researcher'],,Q43396157,bessie whyt,14
None,['Ming dynasty'],['male'],,['researcher'],,Q55296349,kathleen breitman,4
None,['Ming dynasty'],['male'],,['researcher'],,Q57834595,elizabeth stark,34
None,['Ming dynasty'],['male'],,['researcher'],,Q59327654,perianne boring,14
None,['Ming dynasty'],['male'],,['researcher'],,Q22281616,usha patel,4
None,['Ming dynasty'],['male'],,['researcher'],,Q45921855,hester peirce,45
None,['Ming dynasty'],['male'],,['researcher'],,Q58030259,kathleen brooks,3
None,['Ming dynasty'],['male'],,['researcher'],,Q56685707,elizabeth rossiello,18
None,['Ming dynasty'],['male'],,['researcher'],,Q16731429,adam k. levin,3
None,['Ming dynasty'],['male'],,['researcher'],,Q17042260,johannes ullrich,3
None,['Ming dynasty'],['male'],,['researcher'],,Q17045583,donald wilson,6
None,['Ming dynasty'],['male'],,['researcher'],,Q18954373,john newbery,9
None,['Ming dynasty'],['male'],,['researcher'],,Q19515198,joseph kelly,4
None,,['male'],,['researcher'],,Q21166060,john michael taylor,5
None,,['male'],,['researcher'],,Q24037902,wladimir van der laan,71
None,,['male'],,['researcher'],,Q30093381,brian quintenz,4
None,,['male'],,['researcher'],,Q37308094,thomas voegtlin,18
None,,['male'],,['researcher'],,Q43391140,jon bartleman,10
None,,['male'],,['researcher'],,Q43392128,jon stewart,31
None,,['male'],,['researcher'],,Q43393811,john tailzour,5
None,,['male'],,['researcher'],,Q43394543,thomas broun,4
None,,['male'],,['researcher'],,Q43394623,david zeman,5
None,,['male'],,['researcher'],,Q46993819,john wesley williams,6
None,,['male'],,['researcher'],,Q4934389,bob wigley,3
None,,['male'],,['researcher'],,Q51341276,niall sloane,3
None,,['male'],,['researcher'],,Q51858249,alex mashinsky,19
None,,['male'],,['physicist'],,Q55759506,brendan callan,3
None,,['male'],,['Gaelic football player'],,Q56557037,alexander ivanov,5
None,,['male'],,['art historian'],,Q6273595,jonathan koomey,7
None,,['male'],,['hurler'],,Q6286311,joseph poon,12
None,,['male'],,['librarian'],,Q6397741,kevin werbach,19
None,,['male'],,"['record producer', 'composer']",,Q7292415,randy saaf,4
None,,['male'],,['economist'],,Q27421175,james william cole,4
None,,['male'],,['economist'],,Q55589833,david g. coker,7
None,,['male'],,['journalist'],,Q55296142,arthur breitman,6
None,,['male'],,['athlete'],,Q43912352,john lothian,4
None,,['male'],,['playwright'],,Q5216926,daniel davies,3
None,,['male'],,['botanist'],,Q59468109,richard n. miller,3
None,,['male'],,"['film director', 'designer']",,Q57431624,nicolas christin,3
None,,['male'],,['film director'],,Q30507980,william c miller,19
None,,['male'],,['film director'],,Q30530357,nicholas rose,3
None,,['male'],,['film director'],,Q38304443,david hodgetts,4
None,,['male'],,['film director'],,Q38524172,michael a. robinson,3
None,,['male'],,['entomologist'],,Q42290790,james robinson,41
None,,['male'],,['film producer'],,Q42411871,amit bhardwaj,30
None,,['male'],,['visual artist'],,Q42620517,matthew j. martin,3
None,,['male'],,"['actor', 'television actor']",,Q42697507,richard ma,4
None,,['male'],,"['actor', 'stunt performer']",,Q42829969,david a. ellis,3
None,,['male'],,['actor'],,Q42872293,eric lim,3
None,,['male'],,['actor'],,Q42889910,suresh thallapuranam kumar,3
None,,['male'],,['actor'],,Q43122528,christopher cook,4
None,,['male'],,['actor'],,Q43189342,jeremy millar,37
None,,['male'],,['writer'],,Q45346097,nicholas johnson,6
None,,['male'],,['writer'],,Q45423002,john mack,3
None,,['male'],,"['author', 'historian']",,Q51970690,michael d. spencer,3
None,,['male'],,"['lepidopterist', 'entomologist']",,Q53953423,douglas scott,4
None,,['male'],,['musher'],,Q55030617,gabriel cardona,3
None,,['male'],,['monk'],,Q57414734,benjamin johnson,81
None,,['male'],,['politician'],,Q57893892,michael goldstein,6
None,,['male'],,['politician'],,Q58328836,david moskowitz,5
None,,['male'],,['politician'],,Q58332846,marco tomamichel,3
None,,['male'],,['association football player'],,Q22108088,prashant p. sharma,9
None,,['male'],,['bookseller'],,Q55655109,david vorick,12
None,,['male'],,['legal scholar'],,Q30074782,ian paul king,3
None,,['male'],,['cricketer'],,Q41800904,alan beggs,3
None,,['male'],,"['conductor', 'composer']",,Q41804228,aaron yelowitz,4
None,,['male'],,"['photographer', 'photojournalist']",,Q6253916,john r. m. taylor,5
None,,['male'],,['songwriter'],,Q26712048,stefan rust,11
None,,['male'],,['politician'],,Q42721372,satish chandra,4
None,,['male'],,['businessperson'],,Q42243651,michael lewis foster,5
None,,['male'],,['entomologist'],,Q20656488,james duffy,4
None,,['male'],,['actor'],,Q26912665,brian armstrong,67
None,,['male'],,['biologist'],,Q26971990,thomas myers,5
None,,['male'],,['politician'],,Q22087929,laszlo birinyi,3
None,,['male'],,['bobsledder'],,Q38459278,nicolas cary,11
None,,['male'],,['politician'],,Q56222225,fred ehrsam,30
None,,['male'],,['amateur wrestler'],,Q58500453,valery vavilov,55
None,,['male'],,"['investment banker', 'economist']",,Q23815579,john carvalho,12
None,,['male'],,['baseball player'],,Q22667735,j. michael patterson,3
None,,['male'],,['baseball player'],,Q22670439,fernando lópez,3
None,,['male'],,['mathematician'],,Q58836677,david shrier,7
None,,['male'],,['economist'],,Q56513177,steve sammartino,4
None,,['male'],,['economist'],,Q24976182,mohagher iqbal,6
None,,['male'],,['American football player'],,Q17096571,steven stalinsky,3
None,,['male'],,['sport cyclist'],,Q6848634,mike rotman,10
None,,['male'],,"['film director', 'screenwriter', 'film producer']",,Q56513625,geoffrey m. smith,4
None,,['male'],,['head coach'],,Q17149597,nelson saiers,6
None,,['male'],,['actor'],,Q15130138,john george taylor,5
None,,['male'],,['businessperson'],,Q18601668,ron tucker,4
None,,['male'],,['politician'],,Q19729025,matt roszak,4
None,,['male'],,['politician'],,Q46997142,gregory maxwell,2418
None,,['male'],,['entrepreneur'],,Q6236373,john griffith,35
None,,['male'],,['neurologist'],,Q7088472,olof gustafsson,12
None,,['male'],,"['politician', 'journalist']",,Q30688444,mark gazit,3
None,,['male'],,"['television presenter', 'architect']",,Q28370244,justin slaughter,3
None,,['male'],,['journalist'],,Q4889173,benjamin roberts,7
None,,['male'],,['politician'],,Q53764969,anthony barker,3
None,,['male'],,['cricketer'],,Q30506338,nathan e. lewis,6
None,,['male'],,['poet'],,Q27975639,dharmesh patel,3
None,,['male'],,,,Q51588274,thomas heath,3
None,,['male'],,,,Q5238399,david parrott,4
None,,['female'],,,,Q7182476,phil thomas,3
None,,['male'],,,,Q7577176,spike,18
None,,['male'],,,,Q10307904,john vaz,3
None,,['male'],,,,Q29887739,rachna singh,3
None,,['male'],,,,Q5112438,christopher grey,5
None,,['male'],,,,Q51336791,david cheetham,7
None,,['male'],,,,Q28016045,thomas plummer,8
None,,['male'],,,,Q16730571,elle kaplan,3
None,,['male'],,,,Q24572237,jennifer shasky calvery,3
None,,['male'],,,,Q51739612,rob joyce,4
None,,['male'],,,,Q26343588,joshua frank,51
None,,['male'],,,,Q5643887,ham tran,5
None,,['male'],,,,Q16980969,chip smith,5
None,,['male'],,,,Q33123643,michael j. vogel,31
None,,['male'],,,,Q6176308,jeffrey tessler,4
None,,['male'],,,,Q18417359,david guy levy,5
None,,['male'],,,,Q24681278,james macdonald,16
None,,['female'],,,,Q2102933,christopher david,4
None,,['female'],,,,Q5241359,david yermack,29
None,,['male'],,,,Q4965408,brian stutland,15
None,,['male'],,,,Q7299185,raymond ting,3
None,,['male'],,,,Q20680269,matthew miller,21
None,,['male'],,,,Q16206613,brandon curtis,3
None,,['male'],,,,Q12327842,mr. martin,3
None,,['female'],,,,Q56221347,cesare solini,7
None,,['male'],,,,Q52154681,luciano trasatti,3
None,,['male'],,,,Q27207990,stephen koukoulas,3
None,,['male'],,,,Q53199551,bob jackson,3
None,,['male'],,,,Q7175597,peter maddison,4
None,,['male'],,,,Q42907813,rashmi shukla ips,9
None,,['male'],,,,Q17495979,vipul goyal,7
None,,['male'],,,,Q55231487,raj mukherjee,3
None,,['male'],,,,Q16442100,arvind narayanan,11
None,,['male'],,,,Q7155515,pavan duggal,3
None,,['male'],,,,Q43244335,vinay sharma,3
None,,['male'],,,,Q29930733,brijesh singh,6
None,,['male'],,,,Q6359088,kampa borgoyary,3
None,,['male'],,,,Q3147505,ibrahim mohammed,3
None,,['male'],,,,Q47544551,zam zam,3
None,,['male'],,,,Q45687729,yao hongqian,8
None,,['male'],,,,Q17371063,ben evardone,3
None,,['male'],,,,Q53953528,sundar srinivasan,4
None,,['male'],,,,Q4685372,adrian steckel,7
None,,['male'],,,,Q45422140,wang shao,15
None,,['male'],,,,Q45679262,yue wen,3
None,,['male'],,,,Q45521437,zhuang zhong,4
1940,['United States of America'],['male'],['Caucasian'],['businessperson'],['Master of Business Administration'],Q21542199,john roberts,3
1940,['United States of America'],['male'],['African Americans'],['businessperson'],['PhD in High Energy physics'],Q29643799,david williams,4
1940,['United States of America'],['male'],['African Americans'],['businessperson'],['Bachelor of Business'],Q6259148,john stewart,3
1940,['United States of America'],['female'],['African Americans'],['Reporter'],['Bachelor of English'],Q6571443,mary thompson,3
1940,['United States of America'],['male'],['African Americans'],['businessperson'],['Bachelor of Arts'],Q59197734,danny lee,3
1940,['Canada'],['male'],['Jewish people'],['businessperson'],['Bachelor'],Q12988180,mike edwards,4
1940,['United Kingdom'],['male'],['Indians'],['rugby union player'],['doctorate'],Q5234027,david gardner,4
1940,['Russia'],['male'],['Italian American'],"['politician', 'land owner']",['PhD in economics'],Q5075081,charles allen,27
1940,['United States of America'],['male'],['Jewish people'],['businessperson'],[nan],Q5235701,david johnson,7
1940,['United States of America'],['male'],['Russians'],['businessperson'],[nan],Q6264311,john williams,6
1940,['Australia'],['male'],['French'],['businessperson'],[nan],Q6142529,james russell,4
1940,['United States of America'],['male'],['Jewish people'],['American football player'],['Doctor of Philosophy'],Q1700170,john garnett,6
1940,['United States of America'],['male'],['American Jews'],"['actor', 'television actor', 'film actor', 'character actor', 'karateka']",['doctorate'],Q14951130,bill miller,19
1940,['United States of America'],['male'],"['Irish people', 'Dutch American', 'English American', 'Irish Americans', 'Scottish American']",['actor'],['Doctor of Sciences'],Q95043,james caan,3
1940,['United Kingdom'],['male'],['Scotch-Irish Americans'],['businessperson'],[nan],Q259192,mark james,3
1940,[nan],[nan],['African Americans'],['businessperson'],[nan],Q7613375,steve miller,3
1940,['United States of America'],['male'],['Indian American'],['businessperson'],['Master of Business Administration'],Q25209763,michael wilson,3
1940,['Luxembourg'],['male'],['Edo people'],['businessperson'],[nan],Q6831555,michael jackson,20
1941,['United Kingdom'],['male'],['African Americans'],['racing automobile driver'],['doctorate'],Q47546429,anthony watson,11
1941,['Canada'],['male'],['African Americans'],['military personnel'],['Doctor of Medicine'],Q19958592,john taylor,5
1941,['United States of America'],['male'],['Greeks'],['Politation'],['Master of Public Administration'],Q6226717,john collins,3
1941,['Australia'],['male'],['Irish Americans'],['businessperson'],['Bachelor of Education'],Q28089411,chris ward,4
1941,['United States of America'],['male'],['American Jews'],['businessperson'],['Bachelor'],Q6833377,michael parker,3
1941,['United States of America'],['male'],"['Jewish people', 'Armenians', 'Armenians in Russia']",['Writer'],[nan],Q6834234,michael scott,3
1941,[nan],[nan],['English people'],[nan],[nan],Q6209398,joe davis,10
1941,['United States of America'],['male'],['Jewish people'],['baseball player'],"[""bachelor's degree""]",Q5496571,fred wilson,26
1941,['United States of America'],['female'],['African Americans'],['American football player'],['Doctor of Laws'],Q1672427,jay clayton,38
1941,['United States of America'],['male'],"['English American', 'German Americans', 'Scottish American', 'Swiss American']",['film producer'],"['Doctor of Philosophy', 'Master of Arts']",Q16205926,david taylor,6
1941,['Singapore'],['male'],['African Americans'],"['actor', 'television actor', 'film actor']",['Doctor of Philosophy'],Q20962733,chris larsen,3
1941,['United States of America'],['male'],['Irish Americans'],['researcher'],['Master of Arts & Bussiness'],Q4995756,mark palmer,12
1941,['Canada'],['male'],['African Americans'],['Investor'],[nan],Q7815330,tom clark,5
1941,['United Kingdom'],['male'],['Jewish people'],['news presenter'],,Q32715,bob turner,3
1942,['United Kingdom'],['male'],['African Americans'],['businessperson'],['Bachelor of Bussiness'],Q23020660,david thomas,23
1942,['United States of America'],['male'],['African Americans'],['businessperson'],['MBA of Bussiness'],Q21452960,adam white,64
1942,['United States of America'],['male'],['African Americans'],['businessperson'],['MBA in Marketing'],Q21460519,bill harris,15
1942,['United States of America'],['male'],['African Americans'],['businessperson'],['Bachelor of Learning and Organizational Change'],Q19981258,don ross,4
1942,['United Kingdom'],['male'],['African Americans'],['Writer'],['Bachelor of History'],Q21104148,mike butcher,3
1942,['United Kingdom'],['male'],['Jewish people'],['businessperson'],['CA in Computer Accounting and Finance'],Q5234899,david henderson,5
1942,['United States of America'],['male'],['African Americans'],['businessperson'],"['Bachelor of Science, Industrial Management']",Q3814487,ken lewis,3
1942,['United States of America'],['male'],['African Americans'],['politician'],,Q7176996,peter smith,36
1942,['United States of America'],['male'],['Armenian American'],['association football player'],,Q19276633,john griffin,35
1942,['Japan'],['male'],['African Americans'],['lawyer'],[nan],Q1892290,nobuaki kobayashi,24
1942,['Australia'],['male'],['African Americans'],['American football player'],,Q552215,jim rogers,6
1942,['United States of America'],['male'],['African Americans'],['businessperson'],['Bachelor of Electronic Media'],Q5231336,david berger,10
1942,['United States of America'],['male'],['African Americans'],['Professor'],['Doctor of in Electrical Engineering and Computer Science'],Q6125086,michael taylor,3
1942,['United States of America'],['male'],['African Americans'],['businessperson'],[nan],Q6139276,james mcdonald,16
1942,['United Kingdom'],['male'],['African Americans'],"['lawyer', 'judge']",,Q7002441,steve wright,5
1942,['United States of America'],['male'],['Swedish-speaking population of Finland'],['businessperson'],['Master of Comparative Literature'],Q3308234,michael haley,3
1942,['United Kingdom'],['male'],['African Americans'],['athletics competitor'],,Q6195951,jim jones,3
1942,['United Kingdom'],['male'],['African Americans'],['businessperson'],[nan],Q5220250,danny cox,3
1942,['United Kingdom'],['male'],['African Americans'],['businessperson'],['Master of Law'],Q5982213,ian mason,3
1942,['New Zealand'],['male'],['African Americans'],['businessperson'],[nan],Q1385100,geoffrey palmer,6
1943,['United States of America'],['male'],['Han Chinese people'],['canoeist'],,Q39141069,peter thiel,37
1943,['United States of America'],['male'],['Han Chinese people'],['Research analyst'],['Bachelor in International relation'],Q55196720,john mcdonnell,5
1943,['United States of America'],['male'],['Han Chinese people'],['Professor'],['Doctor of Finance'],Q2228638,geoffrey smith,4
1943,['United States of America'],['male'],['Han Chinese people'],"['actor', 'television actor']",,Q8942050,john chan,5
1943,['United States of America'],['female'],['Han Chinese people'],"['composer', 'conductor', 'musician', 'medievalist']",,Q10855883,kim jong-un,3
1943,['United States of America'],['male'],['Han Chinese people'],['businessperson'],['Bachelor in Finance'],Q5231041,david bailey,14
1943,['United States of America'],['male'],['Han Chinese people'],['sailor'],,Q6251231,john oliver,18
1943,['United States of America'],['male'],['Han Chinese people'],['Businessman '],['Bachelor of Finance'],Q5585369,gordon johnson,3
1943,['Australia'],['male'],['Han Chinese people'],['correspondent'],,Q7152023,paul lewis,4
1943,['United States of America'],['male'],['Han Chinese people'],['businessperson'],['B.S. in finance'],Q4964319,brian kelly,155
1943,['United States of America'],['male'],['Han Chinese people'],['Student'],[nan],Q6828371,michael baker,4
1943,"['Pakistan', 'British India']",['male'],['Han Chinese people'],"['film director', 'theater director', 'television director']",,Q1928205,michael klein,3
1943,['United States of America'],['male'],['Han Chinese people'],['businessperson'],['Bachelor of Science'],Q5237171,david martin,23
1943,[nan],['male'],['Han Chinese people'],['Professor'],[nan],Q7816995,tom myers,5
1943,['Australia'],['male'],['Han Chinese people'],['businessperson'],['Bachelor'],Q7153374,paul ryan,3
1943,['United States of America'],['male'],['Han Chinese people'],['Writer'],['Bachelor of psychology'],Q5981983,ian king,3
1943,['Australia'],['male'],['Han Chinese people'],['businessperson'],['Bachelor of Information Technology'],Q6263181,john watkins,3
1943,['United Kingdom'],['male'],,['researcher'],['Bachelor in Commerce'],Q16106332,david madden,4
1944,['United States of America'],['male'],,['cricketer'],,Q55942880,david mckay,4
1944,['United Kingdom'],['male'],,['businessperson'],['Bachelor of Soft Engineering'],Q7519871,simon taylor,8
1944,['United States of America'],['male'],,['businessperson'],['Bachelor in Political Science and Government'],Q29476087,tim kelly,5
1944,['United States of America'],['male'],,['businessperson'],[nan],Q28008394,alan campbell,3
1944,['United States of America'],['male'],,['police officer'],,Q3169460,jean-pierre landau,3
1944,['United States of America'],['male'],,['politician'],,Q27671285,howard davies,3
1944,['United States of America'],['male'],,['businessperson'],['Bachelor of Computer Science'],Q5111842,christopher allen,4
