Date,Close,Open,High,Low,Volume
2019/11/18,8309.29 ,8573.98 ,8653.28 ,8273.57 ,21579470673.00 
2019/11/17,8577.98 ,8549.47 ,8727.79 ,8500.97 ,18668638897.00 
2019/11/16,8550.76 ,8491.17 ,8592.00 ,8473.97 ,16495389808.00 
2019/11/15,8491.99 ,8705.71 ,8730.87 ,8484.84 ,21796856471.00 
2019/11/14,8708.10 ,8811.94 ,8826.94 ,8692.55 ,19084739975.00 
2019/11/13,8808.26 ,8812.03 ,8836.84 ,8761.65 ,17545755405.00 
2019/11/12,8815.66 ,8759.75 ,8853.77 ,8685.43 ,20309769107.00 
2019/11/11,8757.79 ,9056.92 ,9081.28 ,8700.61 ,20265510765.00 
2019/11/10,9055.53 ,8812.49 ,9103.83 ,8806.16 ,20587919881.00 
2019/11/9,8813.58 ,8809.47 ,8891.82 ,8793.16 ,17578630606.00 
2019/11/8,8804.88 ,9265.37 ,9272.76 ,8775.53 ,24333037836.00 
2019/11/7,9267.56 ,9352.39 ,9368.48 ,9202.35 ,22700383839.00 
2019/11/6,9360.88 ,9340.86 ,9423.24 ,9305.91 ,23133895765.00 
2019/11/5,9342.53 ,9413.00 ,9457.42 ,9256.93 ,26198609048.00 
2019/11/4,9412.61 ,9235.61 ,9505.05 ,9191.49 ,26170255634.00 
2019/11/3,9235.35 ,9324.79 ,9379.81 ,9141.25 ,21132220847.00 
2019/11/2,9324.72 ,9259.78 ,9377.49 ,9249.59 ,21242676385.00 
2019/11/1,9261.10 ,9193.99 ,9275.66 ,9132.05 ,24324691031.00 
2019/10/31,9199.58 ,9202.46 ,9383.16 ,9028.72 ,26583653947.00 
2019/10/30,9205.73 ,9422.46 ,9426.87 ,9085.37 ,27706531577.00 
2019/10/29,9427.69 ,9248.44 ,9516.18 ,9232.65 ,28426779937.00 
2019/10/28,9256.15 ,9565.10 ,9805.12 ,9256.15 ,30948255332.00 
2019/10/27,9551.71 ,9241.71 ,9749.53 ,9112.54 ,32593129501.00 
2019/10/26,9244.97 ,8667.58 ,10021.74 ,8662.62 ,44496255609.00 
2019/10/25,8660.70 ,7490.70 ,8691.54 ,7479.98 ,28705065488.00 
2019/10/24,7493.49 ,7509.73 ,7532.87 ,7446.99 ,16268708849.00 
2019/10/23,7514.67 ,8076.23 ,8093.00 ,7469.32 ,21942878958.00 
2019/10/22,8078.20 ,8243.40 ,8296.65 ,8074.46 ,16803377857.00 
2019/10/21,8243.72 ,8225.12 ,8296.69 ,8196.42 ,15868748866.00 
2019/10/20,8222.08 ,7997.81 ,8281.82 ,7949.44 ,15504249442.00 
2019/10/19,7988.56 ,7973.80 ,8082.63 ,7944.78 ,13797825640.00 
2019/10/18,7973.21 ,8100.93 ,8138.41 ,7902.16 ,15651592610.00 
2019/10/17,8103.91 ,8047.81 ,8134.83 ,8000.94 ,14313052244.00 
2019/10/16,8047.53 ,8204.67 ,8216.81 ,7985.09 ,16071646996.00 
2019/10/15,8205.37 ,8373.46 ,8410.71 ,8182.71 ,15220412632.00 
2019/10/14,8374.69 ,8320.83 ,8390.21 ,8284.13 ,15151387859.00 
2019/10/13,8321.01 ,8336.90 ,8470.99 ,8276.61 ,13808286059.00 
2019/10/12,8336.56 ,8315.66 ,8415.24 ,8313.34 ,14532641605.00 
2019/10/11,8321.76 ,8585.26 ,8721.78 ,8316.18 ,19604381101.00 
2019/10/10,8586.47 ,8585.28 ,8625.27 ,8471.93 ,17618660671.00 
2019/10/9,8595.74 ,8229.84 ,8627.71 ,8169.30 ,19384942333.00 
2019/10/8,8228.78 ,8246.85 ,8332.72 ,8185.76 ,15592264032.00 
2019/10/7,8245.62 ,7989.12 ,8308.45 ,7905.77 ,18009742607.00 
2019/10/6,7988.16 ,8149.88 ,8161.41 ,7958.85 ,13160830305.00 
2019/10/5,8151.50 ,8210.15 ,8215.53 ,8071.12 ,12200497197.00 
2019/10/4,8205.94 ,8259.49 ,8260.06 ,8151.24 ,13139456229.00 
2019/10/3,8259.99 ,8390.77 ,8414.23 ,8146.44 ,13668823409.00 
2019/10/2,8393.04 ,8344.21 ,8393.04 ,8227.70 ,13125712443.00 
2019/10/1,8343.28 ,8299.72 ,8497.69 ,8232.68 ,15305343413.00 
2019/9/30,8293.87 ,8104.23 ,8314.23 ,7830.76 ,17115474183.00 
2019/9/29,8104.19 ,8246.04 ,8261.71 ,7990.50 ,13034629109.00 
2019/9/28,8245.92 ,8251.27 ,8285.62 ,8125.43 ,14141152736.00 
2019/9/27,8251.85 ,8113.10 ,8271.52 ,7965.92 ,16408941156.00 
2019/9/26,8118.97 ,8487.67 ,8515.69 ,7895.63 ,19258205289.00 
2019/9/25,8486.99 ,8603.43 ,8744.83 ,8325.40 ,21744728353.00 
2019/9/24,8620.57 ,9729.32 ,9804.32 ,8370.80 ,25002886689.00 
2019/9/23,9729.32 ,10067.96 ,10074.24 ,9727.14 ,15144925408.00 
2019/9/22,10070.39 ,10024.12 ,10074.44 ,9922.53 ,13199651698.00 
2019/9/21,10019.72 ,10183.65 ,10188.10 ,10000.71 ,13425266806.00 
2019/9/20,10181.64 ,10266.32 ,10285.87 ,10132.19 ,14734189639.00 
2019/9/19,10266.41 ,10200.50 ,10295.67 ,9851.69 ,19937691247.00 
2019/9/18,10198.25 ,10247.80 ,10275.93 ,10191.47 ,16169268880.00 
2019/9/17,10241.27 ,10281.51 ,10296.77 ,10199.74 ,15304603363.00 
2019/9/16,10276.79 ,10347.22 ,10386.87 ,10189.74 ,15160167779.00 
2019/9/15,10347.71 ,10356.47 ,10387.03 ,10313.09 ,12043433567.00 
2019/9/14,10358.05 ,10345.40 ,10422.13 ,10291.69 ,13468713124.00 
2019/9/13,10360.55 ,10415.36 ,10441.49 ,10226.60 ,14109864675.00 
2019/9/12,10410.13 ,10176.82 ,10442.25 ,10099.24 ,15323563925.00 
2019/9/11,10178.37 ,10123.03 ,10215.95 ,9980.78 ,15428063426.00 
2019/9/10,10115.98 ,10336.41 ,10394.35 ,10020.57 ,14906809639.00 
2019/9/9,10334.97 ,10443.23 ,10450.31 ,10144.93 ,17595943368.00 
2019/9/8,10441.28 ,10518.11 ,10595.64 ,10409.09 ,13670567493.00 
2019/9/7,10517.25 ,10353.93 ,10558.67 ,10348.92 ,15307366476.00 
2019/9/6,10353.30 ,10578.20 ,10898.76 ,10292.30 ,19536574783.00 
2019/9/5,10575.53 ,10588.18 ,10627.27 ,10516.42 ,14551239508.00 
2019/9/4,10594.49 ,10621.18 ,10762.64 ,10434.71 ,16742664769.00 
2019/9/3,10623.54 ,10345.73 ,10736.10 ,10308.55 ,19384917989.00 
2019/9/2,10346.76 ,9757.47 ,10396.59 ,9730.65 ,17248102294.00 
2019/9/1,9757.97 ,9630.59 ,9796.76 ,9582.94 ,11445355859.00 
2019/8/31,9630.66 ,9597.54 ,9673.22 ,9531.80 ,11454806419.00 
2019/8/30,9598.17 ,9514.84 ,9656.12 ,9428.30 ,13595263986.00 
2019/8/29,9510.20 ,9756.79 ,9756.79 ,9421.63 ,17045878501.00 
2019/8/28,9754.42 ,10203.43 ,10279.37 ,9716.66 ,17603790323.00 
2019/8/27,10185.50 ,10372.83 ,10381.33 ,10087.30 ,14762609503.00 
2019/8/26,10370.82 ,10126.30 ,10512.33 ,10126.30 ,18438654080.00 
2019/8/25,10138.52 ,10160.74 ,10304.62 ,10008.79 ,14153856610.00 
2019/8/24,10159.96 ,10407.64 ,10418.02 ,9982.30 ,15451030650.00 
2019/8/23,10407.97 ,10136.31 ,10442.44 ,10078.19 ,15627023886.00 
2019/8/22,10131.06 ,10142.52 ,10233.00 ,9831.46 ,17097508856.00 
2019/8/21,10138.05 ,10764.57 ,10798.73 ,9962.72 ,19473084768.00 
2019/8/20,10763.23 ,10916.35 ,10947.04 ,10618.96 ,15053082175.00 
2019/8/19,10916.05 ,10350.28 ,10916.05 ,10313.20 ,16038264603.00 
2019/8/18,10345.81 ,10233.01 ,10487.07 ,10119.09 ,12999813869.00 
2019/8/17,10231.74 ,10358.72 ,10452.62 ,10086.70 ,13778035685.00 
2019/8/16,10374.34 ,10319.42 ,10524.35 ,9855.48 ,20228207096.00 
2019/8/15,10311.55 ,10038.42 ,10437.41 ,9675.32 ,22899115082.00 
2019/8/14,10051.70 ,10889.49 ,10889.56 ,10028.14 ,19990838300.00 
2019/8/13,10895.83 ,11385.05 ,11420.05 ,10830.33 ,16681503537.00 
2019/8/12,11382.62 ,11528.19 ,11528.19 ,11320.95 ,13647198229.00 
2019/8/11,11523.58 ,11349.74 ,11523.58 ,11248.29 ,15774371518.00 
2019/8/10,11354.02 ,11861.56 ,11915.66 ,11323.90 ,18125355447.00 
2019/8/9,11862.94 ,11953.47 ,11970.46 ,11709.75 ,18339989960.00 
2019/8/8,11966.41 ,11954.04 ,11979.42 ,11556.17 ,19481591730.00 
2019/8/7,11941.97 ,11476.19 ,12036.99 ,11433.70 ,22194988641.00 
2019/8/6,11478.17 ,11811.55 ,12273.82 ,11290.73 ,23635107660.00 
2019/8/5,11805.65 ,10960.74 ,11895.09 ,10960.74 ,23875988832.00 
2019/8/4,10970.18 ,10821.63 ,11009.21 ,10620.28 ,16530894787.00 
2019/8/3,10821.73 ,10519.28 ,10946.78 ,10503.50 ,15352685061.00 
2019/8/2,10518.17 ,10402.04 ,10657.95 ,10371.01 ,17489094082.00 
2019/8/1,10399.67 ,10077.44 ,10446.92 ,9922.02 ,17165337858.00 
2019/7/31,10085.63 ,9604.05 ,10085.63 ,9598.10 ,16631520648.00 
2019/7/30,9607.42 ,9522.33 ,9701.76 ,9437.34 ,13829811132.00 
2019/7/29,9519.15 ,9548.18 ,9681.65 ,9472.95 ,13791445323.00 
2019/7/28,9552.86 ,9491.63 ,9575.55 ,9252.30 ,13738687093.00 
2019/7/27,9477.68 ,9871.16 ,10167.32 ,9411.52 ,16817809536.00 
2019/7/26,9870.30 ,9913.13 ,9916.52 ,9717.98 ,14495714483.00 
2019/7/25,9911.84 ,9809.10 ,10154.25 ,9773.96 ,15821952090.00 
2019/7/24,9811.93 ,9887.73 ,9908.80 ,9614.31 ,17398734322.00 
2019/7/23,9900.77 ,10346.75 ,10346.75 ,9883.60 ,17851916995.00 
2019/7/22,10343.11 ,10596.95 ,10651.79 ,10154.92 ,16334414913.00 
2019/7/21,10599.11 ,10777.53 ,10841.89 ,10389.60 ,17130580467.00 
2019/7/20,10767.14 ,10525.82 ,11048.66 ,10451.28 ,20206615155.00 
2019/7/19,10530.73 ,10653.96 ,10716.98 ,10229.63 ,20727426310.00 
2019/7/18,10666.48 ,9698.50 ,10736.84 ,9376.80 ,25187024648.00 
2019/7/17,9693.80 ,9471.21 ,9963.13 ,9163.13 ,24569921549.00 
2019/7/16,9477.64 ,10896.65 ,10996.63 ,9448.11 ,24151199070.00 
2019/7/15,10895.09 ,10257.84 ,11052.77 ,9992.01 ,25384047207.00 
2019/7/14,10256.06 ,11381.02 ,11451.20 ,10234.58 ,22486000001.00 
2019/7/13,11392.38 ,11813.13 ,11841.96 ,10908.48 ,21042616384.00 
2019/7/12,11815.99 ,11354.30 ,11905.49 ,11179.14 ,23534692797.00 
2019/7/11,11358.66 ,12139.71 ,12144.62 ,11158.92 ,28595327690.00 
2019/7/10,12156.51 ,12571.54 ,13129.53 ,11710.98 ,33627574244.00 
2019/7/9,12573.81 ,12284.33 ,12779.13 ,12233.26 ,28167921523.00 
2019/7/8,12285.96 ,11446.60 ,12345.83 ,11393.37 ,23482551458.00 
2019/7/7,11450.85 ,11217.62 ,11541.62 ,11148.80 ,19369044277.00 
2019/7/6,11208.55 ,10982.54 ,11620.97 ,10982.54 ,21092024306.00 
2019/7/5,10978.46 ,11203.10 ,11395.66 ,10874.96 ,23838480210.00 
2019/7/4,11215.44 ,11972.72 ,12006.08 ,11166.57 ,25920294033.00 
2019/7/3,11961.27 ,10818.16 ,11968.08 ,10818.16 ,30796494294.00 
2019/7/2,10801.68 ,10588.68 ,10912.19 ,9737.88 ,31015895223.00 
2019/7/1,10583.13 ,10796.93 ,11206.44 ,10089.31 ,29378589324.00 
2019/6/30,10817.16 ,11931.99 ,12178.38 ,10799.01 ,27256473494.00 
2019/6/29,11959.37 ,12400.76 ,12400.91 ,11508.38 ,29923961128.00 
2019/6/28,12407.33 ,11162.17 ,12445.18 ,10914.49 ,35087757766.00 
2019/6/27,11182.81 ,13017.12 ,13311.14 ,10491.85 ,39977475223.00 
2019/6/26,13016.23 ,11778.58 ,13796.49 ,11755.60 ,45105733173.00 
2019/6/25,11790.92 ,11007.20 ,11790.92 ,11007.20 ,24879684533.00 
2019/6/24,11011.10 ,10853.74 ,11065.90 ,10610.43 ,19271652365.00 
2019/6/23,10855.37 ,10696.69 ,11246.14 ,10556.10 ,20998326502.00 
2019/6/22,10701.69 ,10175.92 ,11157.35 ,10107.04 ,29995204861.00 
2019/6/21,10144.56 ,9525.07 ,10144.56 ,9525.07 ,20624008643.00 
2019/6/20,9527.16 ,9273.06 ,9594.42 ,9232.48 ,17846823784.00 
2019/6/19,9273.52 ,9078.73 ,9299.62 ,9070.40 ,15546809946.00 
2019/6/18,9081.76 ,9335.47 ,9348.37 ,9004.90 ,15848210536.00 
2019/6/17,9320.35 ,8988.92 ,9416.41 ,8988.92 ,15562951919.00 
2019/6/16,8994.49 ,8841.44 ,9335.87 ,8814.56 ,23348550311.00 
2019/6/15,8838.38 ,8689.75 ,8859.13 ,8618.40 ,18371033226.00 
2019/6/14,8693.83 ,8230.90 ,8710.64 ,8183.39 ,19831162906.00 
2019/6/13,8230.92 ,8145.55 ,8311.57 ,8087.06 ,18669407147.00 
2019/6/12,8145.86 ,7925.43 ,8196.65 ,7862.36 ,19034432883.00 
