quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
2020-01-27-090190,"We have seen bitcoin as an asset class went up at the same time when there was the possibility of a war between Iran and the U.S.,",Samuel Lee,['Q20987324'],2020-01-27 09:00:00,1,"[['Samuel Lee', '0.8285'], ['None', '0.1715']]",['http://www.coindesk.com/how-coronavirus-outbreak-in-china-could-weigh-on-crypto-prices'],E
2020-01-30-049388,"Interoperability only matters if there is real activity happening on multiple chains and right now there are really only two that have significant activity (BTC and ETH), and several that have the beginnings of activity,",None,[],2020-01-30 17:15:42,1,"[['None', '0.9725'], ['Andreas Antonopoulos', '0.0275']]",['http://www.coindesk.com/one-network-many-chains-the-case-for-blockchain-interoperability'],E
2020-01-28-109411,"When BTC was formed, many non-Bodo areas were included and many Bodo-dominated areas were excluded. Now people from these areas will have the option to choose whether they want to be a part of the proposed BTR or not.",Himanta Biswa Sarma,['Q5765114'],2020-01-28 18:50:36,1,"[['Himanta Biswa Sarma', '0.9625'], ['None', '0.0375']]",['http://telegraphindia.com/states/north-east/bodoland-territorial-area-districts-jubilant-dispur-invites-narendra-modi-amit-shah/cid/1740323'],E
2020-03-27-053821,"The SBTC told me that we have stocks just for seven to eight days,",Rajesh Tope,['Q20022461'],2020-03-27 08:00:15,1,"[['Rajesh Tope', '0.9795'], ['None', '0.0205']]",['http://www.deccanherald.com/national/west/covid-19-lockdown-maharashtra-govt-calls-for-blood-donation-camps-818156.html'],E
2020-01-14-015213,"Dr. Wright notifies the Court that a third party has provided the necessary information and key slice to unlock the encrypted file, and Dr. Wright has produced a list of his bitcoin holdings, as ordered by the Magistrate Judge, to plaintiffs today.",None,[],2020-01-14 23:31:51,4,"[['None', '0.6564'], ['Craig Wright', '0.267'], ['Dave Kleiman', '0.0767']]","['https://www.newsbtc.com/2020/01/14/document-bitcoin-sv-flying-price-up-145-percent/', 'http://atimes.com/2020/01/article/craig-wright-satoshi-keys-have-been-delivered/', 'https://www.newsbtc.com/2020/01/16/bitcoin-sv-crashes-30-as-hype-fades-can-bulls-save-bsvs-price/', 'https://invezz.com/news/features/why-i-wouldnt-invest-in-bitcoin-sv-right-now/']",E
2020-03-26-035227,"It was less expensive than sending the money through an agent because the fees are a lot less. My family got the bitcoin right away, too.",Kim Chi,['Q30248894'],2020-03-26 14:51:59,1,"[['Kim Chi', '0.5919'], ['None', '0.4081']]",['http://nwasianweekly.com/2020/03/bitcoin-gets-its-first-real-test-in-a-crisis-scenario/?utm_source=rss&utm_medium=rss&utm_campaign=bitcoin-gets-its-first-real-test-in-a-crisis-scenario'],E
2020-02-13-064571,"Most of these gains can be attributed to the overall market sentiment turning positive and Bitcoin steadily rising in price from under $6,500 on December 18 to over $10,000 today,",None,[],2020-02-13 00:00:00,1,"[['None', '0.8453'], ['fund manager', '0.1547']]",['https://www.forbes.com/sites/cbovaird/2020/02/13/xrp-reaches-latest-2020-high-as-bullish-trend-continues/'],E
2020-01-06-050386,"Previous Bitcoin halving events have grabbed the public's attention and the technical analysis is lining up to make sure this one is no different,",Dave Hodgson,['Q5228975'],2020-01-06 00:00:00,1,"[['Dave Hodgson', '0.8959'], ['None', '0.1041']]",['https://www.forbes.com/sites/panosmourdoukoutas/2020/01/06/bitcoin-and-eth-momentum-drivers-for-2020/'],E
2020-01-29-105883,"Two battalions have already been taken out. Once Bodoland Territorial Council (BTC) elections are over, we would reduce more troops. In the next two to two and a half years we would concentrate fully on conventional warfare in North-East rather on counter-insurgency operations,",Manoj Mukund Naravane,['Q44633840'],2020-01-29 05:44:00,2,"[['Manoj Mukund Naravane', '0.7261'], ['None', '0.2739']]","['https://www.business-standard.com/article/news-ani/troops-in-north-east-would-be-reduced-after-bodoland-elections-says-army-chief-naravane-120012900396_1.html', 'http://aninews.in/news/national/general-news/troops-in-north-east-would-be-reduced-after-bodoland-elections-says-army-chief-naravane20200129111458/']",E
2020-03-06-005228,"As compared to the total voters in the last BTC election in 2015, the number of voters in these constituencies has increased by 11.17 per cent, 11.79 per cent and 10.45 per cent respectively in the final electoral rolls of 2020,",Gautam Talukdar,['Q37605719'],2020-03-06 04:18:29,1,"[['Gautam Talukdar', '0.935'], ['None', '0.065']]",['https://www.sentinelassam.com/north-east-india-news/assam-news/final-electoral-rolls-for-btc-election-released-in-chirang/'],E
2020-02-10-036021,"I'd like to thank Team HARD Racing for all their efforts last season. While it had been my aim to step up to the BTCC, it just wasn't possible this year. The BTCC is my aim and I believe being in the Mini Challenge with Elite Motorsport is the best place to achieve that-I'm really excited for this season.",Max Coates,['Q20630846'],2020-02-10 09:41:18,1,"[['Max Coates', '0.8112'], ['None', '0.1888']]",['http://www.thenorthernecho.co.uk/sport/18223565.max-coates-joined-elite-motorsport-mini-challenge/'],E
2020-01-12-006585,Crypto Currency Training Center of Akron.,None,[],2020-01-12 00:00:00,2,"[['None', '0.7589'], ['SARAH TAYLOR', '0.1274'], ['Kabir Bhatia', '0.1138']]","['http://radio.wosu.org/post/new-akron-training-center-hopes-demystify-cryptocurrency', 'http://wksu.org/post/new-akron-training-center-hopes-demystify-cryptocurrency']",E
2020-02-15-007028,"Corecoin, BTC, differs in the sense that it both copied the database and sought to pass off the new system as the old or original,",Craig Wright,"['Q21686827', 'Q5181620', 'Q965883']",2020-02-15 00:30:09,1,"[['Craig Wright', '0.7681'], ['None', '0.2319']]",['https://news.bitcoin.com/craig-wrights-100b-theft-btc-bch-database/'],E
2020-02-06-081742,"So we're really optimistic about crypto and Bitcoin this year. You know, last year, Bitcoin was up almost 90% -- so the best performing asset class by a factor of three. And we think the return this year will be even stronger because you have some catalysts. You know, the halvening, which is upcoming... I think... coronavirus and geopolitical tensions really improve the use case.",Thomas Lee,"['Q49764058', 'Q53953082', 'Q54556224', 'Q54557092', 'Q54635300', 'Q57434756', 'Q7791777', 'Q7791780', 'Q9031661']",2020-02-06 15:00:43,1,"[['Thomas Lee', '0.5971'], ['None', '0.4029']]",['https://www.newsbtc.com/2020/02/06/crypto-market-could-be-due-for-a-2-year-bull-run-says-top-analyst/'],E
2020-03-24-008431,Bitcoin is still in a bear market,Peter Schiff,"['Q1560227', 'Q512741']",2020-03-24 16:59:00,1,"[['Peter Schiff', '0.6921'], ['None', '0.3079']]",['https://cointelegraph.com/news/only-fools-are-choosing-bitcoin-says-gold-bug-peter-schiff'],E
2020-02-03-106186,You know in your heart Bitcoin cannot lose.,John McAfee,['Q45864'],2020-02-03 11:45:30,1,"[['John McAfee', '0.8646'], ['None', '0.1354']]",['http://www.naturalnews.com/2020-02-03-john-mcafee-just-withdrew-his-famous-2020-prediction-about-bitcoin.html'],E
2020-02-03-046665,"It's an ancient technology. All know it. Newer blockchains have privacy, smart contracts, distributed apps and more. Bitcoin is our future? Was the Model T the future of the automobile?",John McAfee,['Q45864'],2020-02-03 11:45:30,1,"[['John McAfee', '0.8981'], ['None', '0.1019']]",['http://www.naturalnews.com/2020-02-03-john-mcafee-just-withdrew-his-famous-2020-prediction-about-bitcoin.html'],E
2020-01-16-099413,"We can confirm that last year a hacker attempted steal crypto assets from our company and its employees,",None,[],2020-01-16 21:50:07,1,"[['None', '0.5084'], ['Don Tapscott', '0.4539'], ['Peter Edwards', '0.0377']]",['http://thestar.com/news/gta/2020/01/16/teen-charged-after-hackers-target-toronto-cybersecurity-experts-in-50-million-scam.html'],E
2020-01-27-089861,We have developed a great relationship with Matt during 10 consecutive seasons together in the BTCC and I very much look forward to more success for the Civic Type-R in 2020.,James Hylton,['Q674150'],2020-01-27 11:03:21,2,"[['James Hylton', '0.5914'], ['None', '0.2797'], ['Matt Neal', '0.1289']]","['http://tewkesburyadmag.co.uk/sport/18189363.motorsport-matt-neal-set-record-30th-btcc-season/', 'http://www.worcesternews.co.uk/sport/18189363.motorsport-matt-neal-set-record-30th-btcc-season/']",E
2020-02-12-039915,"I understand how it works because it's similar to the stock market, other than the fact that bitcoin is backed by nothing,",Tony Sage,['Q7823335'],2020-02-12 06:49:03,1,"[['Tony Sage', '0.9556'], ['None', '0.0444']]",['https://theworldgame.sbs.com.au/glory-cryptocurrency-deal-a-vote-of-confidence-in-a-league-says-sage'],E
2020-01-03-082101,"Yesterday everybody freaked out with a small drop. Now price is higher and euphoria starts again. But, the move of USA in Iraq, that should be more of a concern than a 2-3% move of $BTC. Yesterday everybody freaked out with a small drop. Now price is higher and euphoria starts again. But, the move of USA in Iraq, that should be more of a concern than a 2-3% move of $BTC.",None,[],2020-01-03 08:02:00,1,"[['None', '0.8711'], ['Qasem Soleimani', '0.0708'], ['President Donald Trump', '0.0581']]",['https://cointelegraph.com/news/bitcoin-and-oil-rally-as-us-kills-irans-top-general-in-air-strike'],E
2020-02-25-076067,"We arranged for the all-women's meet to strengthen our party's vote base and to ensure active participation of women as conscious voters in the BTC polls,",Biswajit Daimary,['Q16728337'],2020-02-25 19:03:47,1,"[['Biswajit Daimary', '0.3431'], ['Pramila Rani Brahma', '0.3221'], ['None', '0.2854'], ['Hagrama Mohilary', '0.0495']]",['http://telegraphindia.com/states/north-east/ladies-pin-hope-on-hagrama-mohilary/cid/1748588'],E
2020-01-22-026998,"Holders of bitcoin and other cryptocurrencies are not tied to any government, are decentralized, and allow direct transactions, while still maintaining the trust and stability of fiat currencies. Bitcoin in particular appears to be more than a passing fad and with billions in total value in distribution, bitcoin stores significant economic potential.",None,[],2020-01-22 23:16:50,1,"[['None', '0.7075'], ['Jack Dorsey', '0.2925']]",['https://learnbonds.com/news/square-granted-new-fiat-to-crypto-patent-for-bitcoin-accessibility/'],E
2020-01-12-031285,Plaintiffs refiled the case to efficiently vindicate the rights of Bitcoin traders and Bitcoin futures traders.,None,[],2020-01-12 18:54:21,1,"[['None', '0.9205'], ['David Crystal', '0.0795']]",['https://www.coinspeaker.com/bitfinex-lawsuit-refiled/'],E
2020-01-29-000085,"[ BTC ] rally looks Asia-driven with the Chinese equity market reopening after holidays has been delayed due to the coronavirus, so traders itching for activity may have set their sights on the 24-7 crypto markets in the meantime,",Su Zhu,"['Q41570', 'Q45362401', 'Q45702421']",2020-01-29 01:00:36,1,"[['Su Zhu', '0.8373'], ['None', '0.1627']]",['http://www.coindesk.com/bitcoin-cracks-9400-to-reach-nearly-3-month-high-in-asia-driven-rally'],E
2020-02-19-033501,"I think in the long term it's possible because today Bitcoin's transaction activity is twice that of PayPal, 7x the Discover network. It's the second-largest transaction network after Visa, and there are four billion Visa cardholders. So if you get to five million Bitcoin users, it's almost 100 x increases in price.",Tom Lee,"['Q16233960', 'Q29425405', 'Q7816555']",2020-02-19 09:33:54,1,"[['Tom Lee', '0.8289'], ['None', '0.1711']]",['https://www.coinspeaker.com/bitcoin-price-500000-tom-lee/'],E
2020-03-24-061028,"the crisis highlights the importance of the internet, and bitcoin is internet money. Gold lives in the real world and the refiners have shut down due to the virus. Bitcoin remains unscathed, which will broaden its appeal and lead to network growth.",Charlie Morris,"['Q16224925', 'Q5085265']",2020-03-24 11:21:12,1,"[['Charlie Morris', '0.7814'], ['None', '0.2186']]",['http://www.coindesk.com/bitcoin-marches-on-7k-as-traditional-markets-cheer-feds-qe-bazooka'],E
2020-03-17-065817,"There is much potential in bitcoins and too few people know about it,",None,[],2020-03-17 18:34:51,1,"[['None', '0.8274'], ['David Gilson', '0.1726']]",['http://www.coindesk.com/tag/inflation'],E
2020-03-29-004312,Congratulations Bitcoin hodlers. It looks like #Bitcoin may actually be living up to its status as a non-correlated asset after all. Every asset class is rallying today except Bitcoin!,Peter Schiff,"['Q1560227', 'Q512741']",2020-03-29 13:26:00,1,"[['Peter Schiff', '0.7444'], ['None', '0.2556']]",['https://cointelegraph.com/news/bitcoin-rallied-80-without-any-govt-bailout-time-to-get-bullish'],E
2020-02-17-018254,"He was one of our All-Stars from NBTC in Davao,",Alex Compton,['Q4716845'],2020-02-17 02:02:44,1,"[['Alex Compton', '0.8134'], ['None', '0.1866']]",['http://abs-cbnnews.com/sports/02/17/20/fiba-compton-reunites-with-former-nbtc-stars-in-gilas'],E
2020-01-03-079505,"When Satoshi announced the first release of the software, I grabbed it right away -- I think I was the first person besides Satoshi to run bitcoin,",Hal Finney,['Q5640761'],2020-01-03 16:10:09,1,"[['Hal Finney', '0.8397'], ['None', '0.1603']]",['https://news.bitcoin.com/a-deep-dive-into-satoshis-11-year-old-bitcoin-genesis-block/'],E
2020-01-11-034622,"should have been afforded the opportunity to wait until [ the date the bonded courier is set to come ] to see if he receives the key slices to generate the list of his bitcoin holdings, which he could then provide to plaintiffs.",Beth Bloom,['Q16194445'],2020-01-11 15:00:57,1,"[['Beth Bloom', '0.6583'], ['Craig Wright', '0.2394'], ['None', '0.1023']]",['https://news.bitcoin.com/court-gives-craig-wright-more-time-to-await-the-mysterious-bonded-courier/'],E
2020-03-25-068567,"The US government's cash payments will flow directly into people's pockets. Naturally, some people will buy bitcoin, but far fewer people than others are predicting,",Chris Thomas,"['Q1751404', 'Q22096337', 'Q5108255', 'Q5108256', 'Q5108257', 'Q924578']",2020-03-25 11:42:23,1,"[['Chris Thomas', '0.7422'], ['Chamath Palihapitiya', '0.1501'], ['None', '0.1077']]",['http://www.coindesk.com/bitcoin-rejected-near-7k-even-as-us-agrees-2t-stimulus-package'],E
2020-03-21-044029,"We've received requests from the general public, MPs and political parties for the deferment of the BTC poll. The State government has also requested the Commission to consider the deferment of the BTC poll in view of the corona scare.",Alok Kumar,"['Q22006072', 'Q50133870', 'Q59543464']",2020-03-21 02:47:00,1,"[['Alok Kumar', '0.9076'], ['None', '0.0924']]",['https://www.sentinelassam.com/guwahati-city/btc-poll-deferred-in-view-of-coronavirus-scare-in-state/'],E
2020-04-07-018240,"I expect a huge surge in demand for cryptocurrency over the next few weeks as Bitcoin's inflation slows down with the block halving while governments continue to inflate currencies to mitigate the economic impact of the global pandemic,",Bobby Lee,"['Q1064120', 'Q18606917', 'Q4935279', 'Q56191801']",2020-04-07 21:02:00,1,"[['Bobby Lee', '0.8249'], ['None', '0.1751']]",['https://cointelegraph.com/news/bobby-lee-calls-for-btc-to-reach-all-time-high-in-2020'],E
2020-03-05-050708,"Only after breaching this resistance and then re-testing it for support can Bitcoin set the foundation to tackle $9,500, $9,800 and then $10,000,",None,[],2020-03-05 00:00:00,1,"[['None', '0.8327'], ['fund manager', '0.1673']]",['https://www.forbes.com/sites/cbovaird/2020/03/05/bitcoin-faces-strong-resistance-after-recent-rally/'],E
2020-01-10-010041,"BTC Racing is a relatively young team, but their attitude and performance caught my eye last year. I like their approach and professionalism. I'm optimistic about the future that we can build together, not just for this season, but hopefully for many years moving forward.",None,[],2020-01-10 11:16:10,3,"[['None', '0.4769'], ['Josh Cook', '0.4565'], ['Colin Turkington', '0.028'], ['Sam Osborne', '0.0196'], ['Tom Chilton', '0.019']]","['https://www.touringcartimes.com/2020/01/10/tom-chilton-swaps-motorbase-btc-racing-2020/', 'http://www.crash.net/btcc/news/935417/1/chilton-switches-btc-racing-2020', 'https://www.thecheckeredflag.co.uk/2020/01/chilton-joins-expanded-btc-racing-line-up-for-2020-season/']",E
2020-02-13-026888,"Helix enabled customers, for a fee, to send bitcoins to designated recipients in a manner which was designed to conceal and obfuscate the source or owner of the bitcoins,",None,[],2020-02-13 23:45:38,2,"[['None', '0.5078'], ['Larry Harmon', '0.3138'], ['Brian Benczkowski', '0.0931'], ['Peter McCormack', '0.0853']]","['http://www.coindesk.com/us-doj-calls-bitcoin-mixing-a-crime-in-arrest-of-software-developer', 'https://invezz.com/news/cryptocurrency/larry-harmon-arrested-for-participating-in-a-300m-money-laundering-conspiracy/']",E
2020-02-26-015059,everybody should have 1% of their assets in bitcoin specifically.,Chamath Palihapitiya,['Q16734050'],2020-02-26 15:05:03,2,"[['Chamath Palihapitiya', '0.8761'], ['None', '0.1118'], ['Warren Buffett', '0.0121']]",['https://www.cnbc.com/2020/02/26/palihapitiya-warren-buffett-is-completely-wrong-outdated-on-bitcoin.html'],E
2020-03-23-000485,"99% of ransom demands are in Bitcoin and, to date, it has been the Maze group's currency of choice.",None,[],2020-03-23 19:03:00,1,"[['None', '0.9573'], ['Robin Hood', '0.0427']]",['https://cointelegraph.com/news/hackers-steal-and-publish-medical-data-of-firm-researching-coronavirus-using-ransomware'],E
2020-01-15-034480,"I think bitcoin's going to go higher in the near term. I think it could go as high as $15,000 in 2020,",Jeffrey Gundlach,['Q15052228'],2020-01-15 00:00:00,2,"[['Jeffrey Gundlach', '0.6675'], ['None', '0.3325']]","['http://nordic.businessinsider.com/bitcoin-price-best-new-year-streak-since-2012-cryptocurrency-rally-2020-1', 'https://www.newsbtc.com/2020/01/15/2-reasons-why-bitcoins-22-ytd-performance-is-the-start-of-something-massive/']",E
2020-01-09-069001,"Sam is a driver who did a solid job during the 2019 season when you consider that he went into his first year in the series with very little testing and with a team that was new to the BTCC. It's a big step up from the Clio Cup, and he showed himself to be more than ca pable of racing at this level.",Shaun Hollamby,['Q7490880'],2020-01-09 12:21:19,1,"[['Shaun Hollamby', '0.9528'], ['None', '0.0472']]",['https://www.worksopguardian.co.uk/sport/more-sport/worksop-driver-sam-osborne-set-for-british-touring-car-championship-1-10194726'],E
2020-02-11-091826,They don't understand the nature of bitcoin.,None,[],2020-02-11 10:00:00,1,"[['None', '0.4549'], ['Michael Maloney', '0.4104'], ['Tim Kelly', '0.1347']]",['http://www.coindesk.com/childhood-friends-battle-over-ownership-of-north-americas-largest-bitcoin-mine'],E
2020-03-02-078864,with a regulated market of significant size with respect to bitcoin.,Hester Peirce,['Q45921855'],2020-03-02 16:51:06,1,"[['Hester Peirce', '0.5793'], ['None', '0.4207']]",['http://natlawreview.com/article/bridging-weeks-gary-dewaal-february-17-to-28-and-march-2-2020-sanctioned-again'],E
2020-01-10-096852,We have two great drivers confirmed in Tom and Josh [ Cook ] with a third to be announced soon. We have come a very long way in a short time. I feel that we have one of the strongest line-ups on the grid this year for what will be only our fourth season in the BTCC.,Tom Chilton,"['Q1710245', 'Q541485']",2020-01-10 12:44:09,1,"[['Tom Chilton', '0.6403'], ['None', '0.3597']]",['https://www.thecheckeredflag.co.uk/2020/01/chilton-joins-expanded-btc-racing-line-up-for-2020-season/'],E
2020-02-26-092940,"With SDX as the digital exchange infrastructure in development, the collaboration with Omniex to deliver the front end for clients, both for existing crypto currencies, as well as in future for SDX-listed assets, is an important addition to the digital ecosystem.",None,[],2020-02-26 12:49:40,1,"[['None', '0.9519'], ['Hu Liang', '0.0481']]",['https://www.verdict.co.uk/private-banker-international/news/six-picks-stake-in-us-digital-asset-trading-platform-omniex/'],E
2020-01-26-030438,"My #Bitcoin mystery is solved. I mistook my pin for my password. When Blockchain updated their app I got logged out. I [ tried ] logging back in using my pin, which was the only `password' I had ever known or used. I also never had a copy of my seed phrase. Honest but costly mistake!",Brad Garlinghouse,['Q4953945'],2020-01-26 19:56:00,1,"[['Brad Garlinghouse', '0.6184'], ['Peter Schiff', '0.2783'], ['None', '0.0903'], ['Pavel Durov', '0.013']]",['https://cointelegraph.com/news/telegram-attacks-apple-musk-on-crypto-wef-debrief-hodlers-digest-jan-2026'],E
2020-02-25-058701,"The BPF will take up a project before the polls under which financial aid of Rs 5,000 will be extended to 500 self-help groups in 40 BTC constituencies. Cycles will be provided to women ASHA workers and midday meal cooks.",Biswajit Daimary,['Q16728337'],2020-02-25 19:03:47,1,"[['Biswajit Daimary', '0.533'], ['Hagrama Mohilary', '0.3547'], ['None', '0.1123']]",['http://telegraphindia.com/states/north-east/ladies-pin-hope-on-hagrama-mohilary/cid/1748588'],E
2020-04-04-031175,"They can't go protest in the streets, so they protest with bitcoin.",None,[],2020-04-04 00:00:00,1,"[['None', '0.913'], ['president Donald Trump', '0.087']]",['https://www.forbes.com/sites/billybambrough/2020/04/04/bitcoins-huge-surge-this-week-could-be-the-tip-of-the-iceberg-as-traders-recall-2017-gold-rush/'],E
2020-01-12-003184,"As an integral part of PwC Switzerland, the team of ChainSecurity will focus on accelerating PwC Switzerland blockchain audits, including technical audits of smart contracts and blockchain platforms as well that risk hedging services for customers with crypto assets.",Andreas Eschbach,['Q19015'],2020-01-12 12:30:00,1,"[['Andreas Eschbach', '0.9179'], ['None', '0.0821']]",['https://cointelegraph.com/news/pwc-switzerland-partners-smart-contract-auditing-team-chainsecurity'],E
2020-03-08-029070,Tether and its affiliates have never used Tether tokens or issuances to manipulate the cryptocurrency market or token pricing. All Tether tokens are fully backed by reserves and are issued pursuant to market demand and not for the purpose of controlling the pricing of crypto assets.,John Griffin,"['Q18593243', 'Q19276633', 'Q19875671', 'Q28549873', 'Q29642846', 'Q6236356', 'Q6236357', 'Q6236373']",2020-03-08 16:45:00,1,"[['John Griffin', '0.69'], ['None', '0.31']]",['https://cointelegraph.com/news/proving-that-tether-manipulated-bitcoin-2017-bull-run-wont-be-easy'],E
2020-03-10-056950,"The CFTC indicated early on that virtual currencies, such as bitcoin are commodities under the Commodity Exchange Act. However, that does not mean they regulate the day-to-day activity of spot exchanges,",Donna Redel,['Q5296446'],2020-03-10 18:32:19,1,"[['Donna Redel', '0.6091'], ['None', '0.3909']]",['http://www.coindesk.com/the-cryptocurrency-act-of-2020-is-dead-on-arrival-washington-dc-tells-sponsors'],E
2020-02-09-036802,"Similar to gold, positive fundamentals should extend Bitcoin's price appreciation,",Mike McGlone,['Q1365958'],2020-02-09 11:30:00,11,"[['Mike McGlone', '0.9592'], ['None', '0.0405'], ['Todd White', '3.0E-4']]","['https://www.msn.com/en-us/money/markets/bitcoin-breaches-dollar10000-to-reach-highest-level-since-october/ar-BBZO5Pd?srcref=rss', 'https://techcentral.co.za/analysts-see-more-upside-as-bitcoin-bursts-above-10-000/95755/', 'http://gulfnews.com/business/bitcoin-breaches-10000-to-hit-highest-level-since-october-1.69596770', 'https://businessmirror.com.ph/2020/02/10/bitcoin-hits-10000-to-reach-highest-level-since-october/', 'http://businesslive.co.za/bd/markets/2020-02-09-bitcoin-surge-caps-gain-of-40-in-2020/', 'http://home.nzcity.co.nz/nl.aspx?4437938', 'http://m.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12307348', 'http://nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12307348', 'https://www.freemalaysiatoday.com/category/business/2020/02/10/bitcoin-breaches-us10000-to-hit-highest-level-since-october/', 'https://gulfnews.com/business/markets/bitcoin-is-back-above-10000-1.69602718', 'https://economictimes.indiatimes.com/markets/stocks/news/bitcoin-breaches-10000-to-hit-highest-level-since-october/articleshow/74060967.cms']",E
2020-03-18-011091,cheating and fraudulent practices by the bitcoin companies?,None,[],2020-03-18 08:57:28,1,"[['None', '0.5651'], ['Anurag Thakur', '0.4349']]",['https://www.forexcrunch.com/crypto-businesses-in-india-not-in-the-clear-new-investigations-launched-into-bitcoin-companies/'],E
